Date	Site	Keyword	Market	Location	Device	Google	Google Base Rank	Yahoo	Bing	Google URL	Yahoo URL	Bing URL	Advertiser Competition	Global Monthly Searches	Regional Monthly Searches	CPC	Tags
2016-02-09	STAT	analytics ranking	US-en		desktop	27	27			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	analytics ranking	US-en		desktop	21	21			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	analytics ranking	US-en		desktop	20	20			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	analytics ranking	US-en		desktop	20	20			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-13	STAT	analytics ranking	US-en		desktop	21	21			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-14	STAT	analytics ranking	US-en		desktop	21	21			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-15	STAT	analytics ranking	US-en		desktop	20	20			getstat.com/			0.12	20	10	1.17	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-01	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-02	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-03	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-04	STAT	analytics search	GB-en		desktop	20	20			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-05	STAT	analytics search	GB-en		desktop	23	20			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-06	STAT	analytics search	GB-en		desktop	20	20			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-07	STAT	analytics search	GB-en		desktop	20	20			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-08	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-09	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-10	STAT	analytics search	GB-en		desktop	19	19			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-11	STAT	analytics search	GB-en		desktop	17	17			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-12	STAT	analytics search	GB-en		desktop	18	18			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-13	STAT	analytics search	GB-en		desktop	18	18			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-14	STAT	analytics search	GB-en		desktop	18	18			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-15	STAT	analytics search	GB-en		desktop	18	18			getstat.com/			0.19	50	10	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-01	STAT	analytics search	US-en		desktop	19	18	45	45	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-02	STAT	analytics search	US-en		desktop	19	18			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-03	STAT	analytics search	US-en		desktop	20	19			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-04	STAT	analytics search	US-en		desktop	19	18			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-05	STAT	analytics search	US-en		desktop	19	19			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-06	STAT	analytics search	US-en		desktop	17	17			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-07	STAT	analytics search	US-en		desktop	17	17	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-08	STAT	analytics search	US-en		desktop	17	17	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-09	STAT	analytics search	US-en		desktop	17	17			getstat.com/			0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	analytics search	US-en		desktop	16	16	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	analytics search	US-en		desktop	16	16	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	analytics search	US-en		desktop	16	16	49	49	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-13	STAT	analytics search	US-en		desktop	17	17	46	46	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-14	STAT	analytics search	US-en		desktop	17	17	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-15	STAT	analytics search	US-en		desktop	17	17	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-01	STAT	analytics search	US-en		smartphone	17	16	45	45	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-02	STAT	analytics search	US-en		smartphone	17	16			getstat.com/			0.16	50	20	0.00	getstat
2016-02-03	STAT	analytics search	US-en		smartphone	16	16			getstat.com/			0.16	50	20	0.00	getstat
2016-02-04	STAT	analytics search	US-en		smartphone	18	17			getstat.com/			0.16	50	20	0.00	getstat
2016-02-05	STAT	analytics search	US-en		smartphone	14	14			getstat.com/			0.16	50	20	0.00	getstat
2016-02-06	STAT	analytics search	US-en		smartphone	17	17			getstat.com/			0.16	50	20	0.00	getstat
2016-02-07	STAT	analytics search	US-en		smartphone	17	17	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-08	STAT	analytics search	US-en		smartphone	17	17			getstat.com/			0.16	50	20	0.00	getstat
2016-02-09	STAT	analytics search	US-en		smartphone	17	17			getstat.com/			0.16	50	20	0.00	getstat
2016-02-10	STAT	analytics search	US-en		smartphone	16	16			getstat.com/			0.16	50	20	0.00	getstat
2016-02-11	STAT	analytics search	US-en		smartphone	16	16			getstat.com/			0.16	50	20	0.00	getstat
2016-02-12	STAT	analytics search	US-en		smartphone	16	16	49	49	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-13	STAT	analytics search	US-en		smartphone	14	14	46	46	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-14	STAT	analytics search	US-en		smartphone	15	15	46	46	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-15	STAT	analytics search	US-en		smartphone	15	15	50	50	getstat.com/	getstat.com/	getstat.com/	0.16	50	20	0.00	getstat
2016-02-01	STAT	analytics seo	GB-en		desktop	41	41			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-02	STAT	analytics seo	GB-en		desktop	41	41			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-03	STAT	analytics seo	GB-en		desktop	34	34			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-04	STAT	analytics seo	GB-en		desktop	37	37			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-05	STAT	analytics seo	GB-en		desktop	35	35			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-06	STAT	analytics seo	GB-en		desktop	35	35			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-07	STAT	analytics seo	GB-en		desktop	36	36			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-08	STAT	analytics seo	GB-en		desktop	36	36			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-09	STAT	analytics seo	GB-en		desktop	38	38			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-10	STAT	analytics seo	GB-en		desktop	40	40			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-11	STAT	analytics seo	GB-en		desktop	38	38			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-12	STAT	analytics seo	GB-en		desktop	41	41			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-13	STAT	analytics seo	GB-en		desktop	39	39			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-14	STAT	analytics seo	GB-en		desktop	40	40			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-15	STAT	analytics seo	GB-en		desktop	39	39			getstat.com/			0.2	880	320	20.84	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-01	STAT	analytics seo	US-en		desktop	32	32			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-02	STAT	analytics seo	US-en		desktop	33	33			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-03	STAT	analytics seo	US-en		desktop	30	30			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-04	STAT	analytics seo	US-en		desktop	32	32			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-05	STAT	analytics seo	US-en		desktop	31	31			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-06	STAT	analytics seo	US-en		desktop	31	31			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-07	STAT	analytics seo	US-en		desktop	30	30			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-08	STAT	analytics seo	US-en		desktop	30	30	13	13	getstat.com/	getstat.com/	getstat.com/	0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-09	STAT	analytics seo	US-en		desktop	32	32			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	analytics seo	US-en		desktop	31	31			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	analytics seo	US-en		desktop	31	31			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	analytics seo	US-en		desktop	36	36			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-13	STAT	analytics seo	US-en		desktop	34	34			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-14	STAT	analytics seo	US-en		desktop	33	33			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-15	STAT	analytics seo	US-en		desktop	34	34			getstat.com/			0.37	880	140	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-01	STAT	analytics seo	US-en		smartphone	35	34			getstat.com/			0.37	880	140	0.00	getstat
2016-02-02	STAT	analytics seo	US-en		smartphone	34	33			getstat.com/			0.37	880	140	0.00	getstat
2016-02-03	STAT	analytics seo	US-en		smartphone	32	31			getstat.com/			0.37	880	140	0.00	getstat
2016-02-04	STAT	analytics seo	US-en		smartphone	33	32			getstat.com/			0.37	880	140	0.00	getstat
2016-02-05	STAT	analytics seo	US-en		smartphone	31	30			getstat.com/			0.37	880	140	0.00	getstat
2016-02-06	STAT	analytics seo	US-en		smartphone	32	31			getstat.com/			0.37	880	140	0.00	getstat
2016-02-07	STAT	analytics seo	US-en		smartphone	33	32			getstat.com/			0.37	880	140	0.00	getstat
2016-02-08	STAT	analytics seo	US-en		smartphone	33	32			getstat.com/			0.37	880	140	0.00	getstat
2016-02-09	STAT	analytics seo	US-en		smartphone	33	32			getstat.com/			0.37	880	140	0.00	getstat
2016-02-10	STAT	analytics seo	US-en		smartphone	35	34			getstat.com/			0.37	880	140	0.00	getstat
2016-02-11	STAT	analytics seo	US-en		smartphone	31	30			getstat.com/			0.37	880	140	0.00	getstat
2016-02-12	STAT	analytics seo	US-en		smartphone	36	35			getstat.com/			0.37	880	140	0.00	getstat
2016-02-13	STAT	analytics seo	US-en		smartphone	34	33			getstat.com/			0.37	880	140	0.00	getstat
2016-02-14	STAT	analytics seo	US-en		smartphone	32	31	12	12	getstat.com/	getstat.com/	getstat.com/	0.37	880	140	0.00	getstat
2016-02-15	STAT	analytics seo	US-en		smartphone	35	34			getstat.com/			0.37	880	140	0.00	getstat
2016-02-01	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-02	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-03	STAT	analytics seo api	GB-en		desktop	14	14			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-04	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-05	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-06	STAT	analytics seo api	GB-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-07	STAT	analytics seo api	GB-en		desktop	17	17			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-08	STAT	analytics seo api	GB-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-09	STAT	analytics seo api	GB-en		desktop	14	14			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-10	STAT	analytics seo api	GB-en		desktop	14	14			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-11	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-12	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-13	STAT	analytics seo api	GB-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-14	STAT	analytics seo api	GB-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-15	STAT	analytics seo api	GB-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-01	STAT	analytics seo api	US-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-02	STAT	analytics seo api	US-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-03	STAT	analytics seo api	US-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-04	STAT	analytics seo api	US-en		desktop	14	14			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-05	STAT	analytics seo api	US-en		desktop	14	14			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-06	STAT	analytics seo api	US-en		desktop	18	18			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-07	STAT	analytics seo api	US-en		desktop	15	15			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-08	STAT	analytics seo api	US-en		desktop	17	17			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-09	STAT	analytics seo api	US-en		desktop	18	18			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-10	STAT	analytics seo api	US-en		desktop	19	19			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-11	STAT	analytics seo api	US-en		desktop	19	19			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-12	STAT	analytics seo api	US-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-13	STAT	analytics seo api	US-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-14	STAT	analytics seo api	US-en		desktop	17	17			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-15	STAT	analytics seo api	US-en		desktop	16	16			getstat.com/take-the-tour/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools / take the tour
2016-02-01	STAT	analytics seo demo	GB-en		desktop	15	15	41	41	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-02	STAT	analytics seo demo	GB-en		desktop	15	15			getstat.com/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-03	STAT	analytics seo demo	GB-en		desktop	17	17			getstat.com/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-04	STAT	analytics seo demo	GB-en		desktop	15	15			getstat.com/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-05	STAT	analytics seo demo	GB-en		desktop	14	14	35	35	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-06	STAT	analytics seo demo	GB-en		desktop	15	15	40	40	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-07	STAT	analytics seo demo	GB-en		desktop	15	15	38	38	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-08	STAT	analytics seo demo	GB-en		desktop	15	15	7	7	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-09	STAT	analytics seo demo	GB-en		desktop	15	15	43	43	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-10	STAT	analytics seo demo	GB-en		desktop	15	15	35	35	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-11	STAT	analytics seo demo	GB-en		desktop	16	16	8	8	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-12	STAT	analytics seo demo	GB-en		desktop	15	15	35	35	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-13	STAT	analytics seo demo	GB-en		desktop	19	19	35	35	getstat.com/	getstat.com/blog/page/10/	getstat.com/blog/page/10/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-14	STAT	analytics seo demo	GB-en		desktop	20	20	35	35	getstat.com/	getstat.com/blog/page/10/	getstat.com/blog/page/10/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-15	STAT	analytics seo demo	GB-en		desktop	14	14	8	8	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-01	STAT	analytics seo demo	US-en		desktop	10	10			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-02	STAT	analytics seo demo	US-en		desktop	10	10			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-03	STAT	analytics seo demo	US-en		desktop	16	16			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-04	STAT	analytics seo demo	US-en		desktop	16	16	41	41	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-05	STAT	analytics seo demo	US-en		desktop	16	16	43	43	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-06	STAT	analytics seo demo	US-en		desktop	20	20			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-07	STAT	analytics seo demo	US-en		desktop	20	20			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-08	STAT	analytics seo demo	US-en		desktop	22	22			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-09	STAT	analytics seo demo	US-en		desktop	18	18			getstat.com/			0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	analytics seo demo	US-en		desktop	19	19	35	35	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	analytics seo demo	US-en		desktop	19	19	35	35	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	analytics seo demo	US-en		desktop	29	29	6	6	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-13	STAT	analytics seo demo	US-en		desktop	28	28	43	43	getstat.com/	getstat.com/blog/page/10/	getstat.com/blog/page/10/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-14	STAT	analytics seo demo	US-en		desktop	30	30	49	49	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-15	STAT	analytics seo demo	US-en		desktop	29	29	6	6	getstat.com/	getstat.com/	getstat.com/	0	0	0	0.00	1st page us-en desktop / desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-01	STAT	analytics seo features	GB-en		desktop	26	26			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-02	STAT	analytics seo features	GB-en		desktop	29	29			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-03	STAT	analytics seo features	GB-en		desktop	30	30			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-04	STAT	analytics seo features	GB-en		desktop	30	30			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-05	STAT	analytics seo features	GB-en		desktop	30	30	48	48	getstat.com/take-the-tour/	getstat.com/take-the-tour/	getstat.com/take-the-tour/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-06	STAT	analytics seo features	GB-en		desktop	29	29	48	48	getstat.com/take-the-tour/	getstat.com/take-the-tour/	getstat.com/take-the-tour/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-07	STAT	analytics seo features	GB-en		desktop	28	28			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-08	STAT	analytics seo features	GB-en		desktop	27	27			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-09	STAT	analytics seo features	GB-en		desktop	28	28			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-10	STAT	analytics seo features	GB-en		desktop	29	29	46	46	getstat.com/take-the-tour/	getstat.com/take-the-tour/	getstat.com/take-the-tour/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-11	STAT	analytics seo features	GB-en		desktop	28	28			getstat.com/take-the-tour/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
2016-02-12	STAT	analytics seo features	GB-en		desktop	29	29	48	48	getstat.com/take-the-tour/	getstat.com/take-the-tour/	getstat.com/take-the-tour/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools / take the tour
